Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
pentosyltransferase activity (GO:0016763)	2/38	0.12398125529935937	0.732973103540214	0	0	3.4209334726576106	7.141625870522405	QTRT2;UPP2
tRNA (cytosine) methyltransferase activity (GO:0016427)	1/9	0.13554041174126277	0.732973103540214	0	0	7.683984375	15.356330906109797	NSUN6
type I transforming growth factor beta receptor binding (GO:0034713)	1/9	0.13554041174126277	0.732973103540214	0	0	7.683984375	15.356330906109797	SMAD2
phosphatidylethanolamine binding (GO:0008429)	1/9	0.13554041174126277	0.732973103540214	0	0	7.683984375	15.356330906109797	ESYT3
H3 histone acetyltransferase activity (GO:0010484)	1/9	0.13554041174126277	0.732973103540214	0	0	7.683984375	15.356330906109797	PHF14
E-box binding (GO:0070888)	2/41	0.14027787096377578	0.732973103540214	0	0	3.157302467647295	6.201352593254972	TCF21;TWIST1
adenosine deaminase activity (GO:0004000)	1/10	0.14942121401139272	0.732973103540214	0	0	6.829861111111111	12.983470501979971	ADAT1
adenylate cyclase binding (GO:0008179)	1/10	0.14942121401139272	0.732973103540214	0	0	6.829861111111111	12.983470501979971	AKAP5
co-SMAD binding (GO:0070410)	1/10	0.14942121401139272	0.732973103540214	0	0	6.829861111111111	12.983470501979971	SMAD2
damaged DNA binding (GO:0003684)	2/44	0.15700027873351435	0.732973103540214	0	0	2.9313330347813107	5.427385680069366	POLQ;RAD18
inositol 1,4,5 trisphosphate binding (GO:0070679)	1/11	0.16307981305731142	0.732973103540214	0	0	6.1465625	11.146886656550206	ITPR2
GABA receptor binding (GO:0050811)	1/11	0.16307981305731142	0.732973103540214	0	0	6.1465625	11.146886656550206	AKAP5
calcium-activated potassium channel activity (GO:0015269)	1/12	0.17651975479014048	0.732973103540214	0	0	5.5875	9.690526877759437	KCNMB2
N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity (GO:0008532)	1/12	0.17651975479014048	0.732973103540214	0	0	5.5875	9.690526877759437	B3GNT7
tRNA binding (GO:0000049)	2/49	0.18561198098684595	0.732973103540214	0	0	2.6188221169879276	4.410350229775878	NSUN6;EIF2AK4
I-SMAD binding (GO:0070411)	1/13	0.18974452878390632	0.732973103540214	0	0	5.121614583333334	8.512516249643383	SMAD2
aldehyde dehydrogenase (NAD+) activity (GO:0004029)	1/13	0.18974452878390632	0.732973103540214	0	0	5.121614583333334	8.512516249643383	ALDH1A1
cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200)	1/13	0.18974452878390632	0.732973103540214	0	0	5.121614583333334	8.512516249643383	CASP6
protein kinase A catalytic subunit binding (GO:0034236)	1/13	0.18974452878390632	0.732973103540214	0	0	5.121614583333334	8.512516249643383	EZR
polyubiquitin modification-dependent protein binding (GO:0031593)	2/51	0.1972565182905625	0.732973103540214	0	0	2.511675516601625	4.077077970445164	TNIP1;RAD18
5'-nucleotidase activity (GO:0008253)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	NT5DC3
arylsulfatase activity (GO:0004065)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	GALNS
metalloendopeptidase inhibitor activity (GO:0008191)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	SPOCK2
deoxyribonuclease activity (GO:0004536)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	MAP1S
phosphatidylglycerol binding (GO:1901611)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	ANXA13
protein kinase C activity (GO:0004697)	1/14	0.20275756908538684	0.732973103540214	0	0	4.727403846153846	7.543727526546419	PRKCA
aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	ALDH1A1
MAP kinase kinase activity (GO:0004708)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	MAP2K6
muscle alpha-actinin binding (GO:0051371)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	PDLIM1
nucleotide diphosphatase activity (GO:0004551)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	CILP
cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	CASP6
cytochrome-c oxidase activity (GO:0004129)	1/15	0.2155622551741702	0.732973103540214	0	0	4.389508928571429	6.735725698711653	COX6A2
transmembrane receptor protein phosphatase activity (GO:0019198)	1/16	0.2281619127144715	0.732973103540214	0	0	4.096666666666667	6.053643344298631	PTPRN2
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	1/16	0.2281619127144715	0.732973103540214	0	0	4.096666666666667	6.053643344298631	PTPRN2
nucleotidase activity (GO:0008252)	1/16	0.2281619127144715	0.732973103540214	0	0	4.096666666666667	6.053643344298631	NT5DC3
ionotropic glutamate receptor activity (GO:0004970)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	GRIN2A
adrenergic receptor binding (GO:0031690)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	AKAP5
sulfuric ester hydrolase activity (GO:0008484)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	GALNS
calcium-release channel activity (GO:0015278)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	ITPR2
G protein-coupled chemoattractant receptor activity (GO:0001637)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	CCR4
glutamate receptor binding (GO:0035254)	1/17	0.24055981447115551	0.732973103540214	0	0	3.8404296875	5.4717924172657	AKAP5
transforming growth factor beta receptor binding (GO:0005160)	1/18	0.2527591811644756	0.732973103540214	0	0	3.6143382352941176	4.970864782447624	SMAD2
cadherin binding involved in cell-cell adhesion (GO:0098641)	1/18	0.2527591811644756	0.732973103540214	0	0	3.6143382352941176	4.970864782447624	PDLIM1
single-stranded DNA helicase activity (GO:0017116)	1/19	0.26476318225204515	0.732973103540214	0	0	3.4133680555555554	4.536091384791552	POLQ
ligand-gated calcium channel activity (GO:0099604)	1/19	0.26476318225204515	0.732973103540214	0	0	3.4133680555555554	4.536091384791552	GRIN2A
calcium activated cation channel activity (GO:0005227)	1/19	0.26476318225204515	0.732973103540214	0	0	3.4133680555555554	4.536091384791552	KCNMB2
phosphatidic acid binding (GO:0070300)	1/19	0.26476318225204515	0.732973103540214	0	0	3.4133680555555554	4.536091384791552	PACSIN2
R-SMAD binding (GO:0070412)	1/19	0.26476318225204515	0.732973103540214	0	0	3.4133680555555554	4.536091384791552	SMAD2
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	1/20	0.2765749367576415	0.732973103540214	0	0	3.2335526315789473	4.155999429725275	ALDH1A1
endopeptidase inhibitor activity (GO:0004866)	3/115	0.2811803867988022	0.732973103540214	0	0	1.6481637466307277	2.0911223722628285	SERPINE2;SPOCK2;SPP2
sialyltransferase activity (GO:0008373)	1/21	0.2881975140351023	0.732973103540214	0	0	3.07171875	3.8215536220730826	ST8SIA1
lysophospholipase activity (GO:0004622)	1/21	0.2881975140351023	0.732973103540214	0	0	3.07171875	3.8215536220730826	LYPLAL1
neuropeptide binding (GO:0042923)	1/21	0.2881975140351023	0.732973103540214	0	0	3.07171875	3.8215536220730826	MC3R
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/21	0.2881975140351023	0.732973103540214	0	0	3.07171875	3.8215536220730826	AVP
DNA-directed DNA polymerase activity (GO:0003887)	1/21	0.2881975140351023	0.732973103540214	0	0	3.07171875	3.8215536220730826	POLQ
hexosyltransferase activity (GO:0016758)	3/119	0.29867483214874113	0.732973103540214	0	0	1.5910052049446974	1.922570395741319	B3GNT7;GBE1;B4GALNT3
DNA polymerase activity (GO:0034061)	1/22	0.29963393464526916	0.732973103540214	0	0	2.925297619047619	3.52555045781868	POLQ
poly(A) binding (GO:0008143)	1/22	0.29963393464526916	0.732973103540214	0	0	2.925297619047619	3.52555045781868	RBMS1
poly(U) RNA binding (GO:0008266)	1/22	0.29963393464526916	0.732973103540214	0	0	2.925297619047619	3.52555045781868	RBMS1
semaphorin receptor binding (GO:0030215)	1/23	0.3108871710333594	0.732973103540214	0	0	2.7921875	3.2621830940201098	SEMA7A
C-C chemokine receptor activity (GO:0016493)	1/23	0.3108871710333594	0.732973103540214	0	0	2.7921875	3.2621830940201098	CCR4
disordered domain specific binding (GO:0097718)	1/23	0.3108871710333594	0.732973103540214	0	0	2.7921875	3.2621830940201098	SMAD2
gamma-tubulin binding (GO:0043015)	1/23	0.3108871710333594	0.732973103540214	0	0	2.7921875	3.2621830940201098	CDK5RAP2
protein serine/threonine kinase activity (GO:0004674)	7/344	0.3159933855466143	0.732973103540214	0	0	1.2794987620253644	1.4740260735212942	LIMK2;DAPK2;TSSK6;PRKCA;EIF2AK4;STK4;CAMK1G
alpha-actinin binding (GO:0051393)	1/24	0.32196014828401925	0.732973103540214	0	0	2.6706521739130435	3.0267235628207887	PDLIM1
C-C chemokine binding (GO:0019957)	1/24	0.32196014828401925	0.732973103540214	0	0	2.6706521739130435	3.0267235628207887	CCR4
calmodulin-dependent protein kinase activity (GO:0004683)	1/24	0.32196014828401925	0.732973103540214	0	0	2.6706521739130435	3.0267235628207887	CAMK1G
chemorepellent activity (GO:0045499)	1/25	0.33285574508838284	0.74199093175952	0	0	2.5592447916666665	2.815287202859766	SEMA7A
poly-pyrimidine tract binding (GO:0008187)	1/25	0.33285574508838284	0.74199093175952	0	0	2.5592447916666665	2.815287202859766	RBMS1
neuropeptide hormone activity (GO:0005184)	1/26	0.3435767940802388	0.7502595299303173	0	0	2.45675	2.624655666691318	AVP
chemokine receptor activity (GO:0004950)	1/26	0.3435767940802388	0.7502595299303173	0	0	2.45675	2.624655666691318	CCR4
androgen receptor binding (GO:0050681)	1/27	0.35412608298985837	0.757323883378593	0	0	2.3621394230769233	2.4521422797262566	TCF21
metal ion transmembrane transporter activity (GO:0046873)	1/27	0.35412608298985837	0.757323883378593	0	0	2.3621394230769233	2.4521422797262566	ITPR2
NAD binding (GO:0051287)	1/28	0.3645063550840892	0.757323883378593	0	0	2.274537037037037	2.2954884632430774	ALDH1A1
poly-purine tract binding (GO:0070717)	1/28	0.3645063550840892	0.757323883378593	0	0	2.274537037037037	2.2954884632430774	RBMS1
protein serine/threonine/tyrosine kinase activity (GO:0004712)	1/28	0.3645063550840892	0.757323883378593	0	0	2.274537037037037	2.2954884632430774	MAP2K6
amyloid-beta binding (GO:0001540)	2/80	0.3685034163698265	0.7582666452225275	0	0	1.5755164375854032	1.5728464041729782	GRIN2A;VBP1
mitogen-activated protein kinase binding (GO:0051019)	1/29	0.37472030986379	0.7608757504478197	0	0	2.1931919642857145	2.152783217448483	TNIP1
G protein-coupled peptide receptor activity (GO:0008528)	2/82	0.37998869965374593	0.7608757504478197	0	0	1.5359717868338558	1.4862274427583309	UTS2R;MC3R
ligand-gated channel activity (GO:0022834)	1/30	0.3847706040277038	0.7608757504478197	0	0	2.117456896551724	2.0223999283160023	GRIN2A
protein serine/threonine kinase inhibitor activity (GO:0030291)	1/30	0.3847706040277038	0.7608757504478197	0	0	2.117456896551724	2.0223999283160023	SPRED2
UDP-glycosyltransferase activity (GO:0008194)	2/84	0.39138533562967265	0.7608757504478197	0	0	1.4983561434360426	1.4055519962526635	B3GNT7;B4GALNT3
kinase activator activity (GO:0019209)	1/31	0.39465985186779434	0.7608757504478197	0	0	2.0467708333333334	1.9029463337262085	MOB1B
ligand-gated ion channel activity (GO:0015276)	1/31	0.39465985186779434	0.7608757504478197	0	0	2.0467708333333334	1.9029463337262085	GRIN2A
beta-tubulin binding (GO:0048487)	1/32	0.40439062603703163	0.7658371147957944	0	0	1.9806451612903226	1.7932245768647472	MAP1S
chemokine binding (GO:0019956)	1/32	0.40439062603703163	0.7658371147957944	0	0	1.9806451612903226	1.7932245768647472	CCR4
cytokine receptor activity (GO:0004896)	2/88	0.41388913734681737	0.7682917301800364	0	0	1.4283735510680178	1.260049905527365	IL2RA;CCR4
DNA secondary structure binding (GO:0000217)	1/33	0.4139654582637829	0.7682917301800364	0	0	1.91865234375	1.692199070064404	RAD18
magnesium ion binding (GO:0000287)	3/146	0.4164571995368421	0.7682917301800364	0	0	1.2888243831640058	1.1289735375419854	TSSK6;STK4;CLYBL
frizzled binding (GO:0005109)	1/34	0.42338683986243963	0.7741639162818976	0	0	1.8604166666666666	1.598970457308756	WNT2
DNA-binding transcription factor binding (GO:0140297)	4/208	0.42910205796267087	0.7741639162818976	0	0	1.2046143378487042	1.0191765981438958	SMAD2;CIITA;TWIST1;TCF21
potassium channel activity (GO:0005267)	2/91	0.4304930188670365	0.7741639162818976	0	0	1.38001479342045	1.1631098250362832	KCNS2;KCNMB2
phosphatidylinositol binding (GO:0035091)	2/92	0.43597231767697664	0.774923853150495	0	0	1.3646116335771508	1.132868549689961	ITPR2;ESYT3
steroid hydroxylase activity (GO:0008395)	1/36	0.4417790190857962	0.774923853150495	0	0	1.7539285714285715	1.432864016468471	CH25H
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	1/36	0.4417790190857962	0.774923853150495	0	0	1.7539285714285715	1.432864016468471	CH25H
ion channel inhibitor activity (GO:0008200)	1/37	0.4507546035527954	0.7779152029056308	0	0	1.7051215277777778	1.3586957448203962	KCNMB2
protein serine/threonine kinase activator activity (GO:0043539)	1/37	0.4507546035527954	0.7779152029056308	0	0	1.7051215277777778	1.3586957448203962	STK4
single-stranded DNA binding (GO:0003697)	2/97	0.46293095784594224	0.7849310337172286	0	0	1.2924599901006435	0.9954234167980451	NABP1;RBMS1
voltage-gated cation channel activity (GO:0022843)	2/97	0.46293095784594224	0.7849310337172286	0	0	1.2924599901006435	0.9954234167980451	GRIN2A;KCNS2
tau protein binding (GO:0048156)	1/40	0.4768272634730828	0.7849310337172286	0	0	1.5737179487179487	1.1654970625593666	SMAD2
cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/40	0.4768272634730828	0.7849310337172286	0	0	1.5737179487179487	1.1654970625593666	AVP
peptidase inhibitor activity (GO:0030414)	1/40	0.4768272634730828	0.7849310337172286	0	0	1.5737179487179487	1.1654970625593666	SPP2
proton transmembrane transporter activity (GO:0015078)	1/40	0.4768272634730828	0.7849310337172286	0	0	1.5737179487179487	1.1654970625593666	COX6A2
active ion transmembrane transporter activity (GO:0022853)	1/42	0.4935198295463599	0.8001003297190986	0	0	1.496798780487805	1.0570276828200609	COX6A2
cell-cell adhesion mediator activity (GO:0098632)	1/42	0.4935198295463599	0.8001003297190986	0	0	1.496798780487805	1.0570276828200609	PDLIM1
protein kinase inhibitor activity (GO:0004860)	1/43	0.5016659242270266	0.805608385059925	0	0	1.4610863095238096	1.0078878297864124	SPRED2
cytokine receptor binding (GO:0005126)	2/105	0.504446371953411	0.805608385059925	0	0	1.1915877895121283	0.815396070072637	SMAD2;SPRED2
GTPase regulator activity (GO:0030695)	4/233	0.516215358818343	0.814409015284997	0	0	1.07172867907374	0.7086604818222294	RIMS1;TBC1D2;RGS1;ALDH1A1
ATP hydrolysis activity (GO:0140603)	1/45	0.517568346162428	0.814409015284997	0	0	1.39453125	0.9184573761257117	VWA8
endopeptidase regulator activity (GO:0061135)	1/46	0.5253288161041162	0.8205866178560648	0	0	1.3634722222222222	0.8777091953585396	SPP2
small GTPase binding (GO:0031267)	3/175	0.5350201144309535	0.8261598155869937	0	0	1.0699319877139095	0.6691899628785011	RIMS1;FMNL1;MYO5B
kinase activity (GO:0016301)	2/112	0.5390293194889276	0.8261598155869937	0	0	1.1153605015673982	0.6892764091922922	CKMT2;TRRAP
acetylglucosaminyltransferase activity (GO:0008375)	1/48	0.5404783840288744	0.8261598155869937	0	0	1.3053191489361702	0.8031637015426144	B3GNT7
phosphatase binding (GO:0019902)	2/114	0.5486002879957145	0.8326273874544886	0	0	1.0953313927451858	0.6576207304792315	SMAD2;SH2D4A
potassium channel regulator activity (GO:0015459)	1/50	0.5551458962416416	0.8366283225050091	0	0	1.2519132653061225	0.7367814077584223	KCNMB2
protein kinase binding (GO:0019901)	8/506	0.5670494556531352	0.844140769444887	0	0	0.9844361471444885	0.5584792456868772	SPRED2;TNIP1;CADPS;CSPG4;EZR;FAM83C;CDK5RAP2;MAP2K6
transcription coregulator binding (GO:0001221)	1/53	0.576276629430123	0.844140769444887	0	0	1.1795072115384615	0.6501060105213499	CHD6
nuclear receptor coactivator activity (GO:0030374)	1/53	0.576276629430123	0.844140769444887	0	0	1.1795072115384615	0.6501060105213499	TRERF1
nuclear receptor binding (GO:0016922)	2/120	0.5764709370038053	0.844140769444887	0	0	1.0393177833271345	0.5724877818572112	TCF21;TRERF1
pyrophosphatase activity (GO:0016462)	1/54	0.5830954393359884	0.844140769444887	0	0	1.1571933962264151	0.6241952121147483	CILP
hydro-lyase activity (GO:0016836)	1/55	0.5898048528114012	0.844140769444887	0	0	1.1357060185185186	0.5996113866784938	UROS
calcium ion transmembrane transporter activity (GO:0015085)	1/55	0.5898048528114012	0.844140769444887	0	0	1.1357060185185186	0.5996113866784938	ITPR2
cadherin binding (GO:0045296)	5/322	0.5916874552183787	0.844140769444887	0	0	0.9664377271093719	0.5071640309326023	PDLIM1;TBC1D2;NIBAN2;PACSIN2;EZR
protein phosphatase regulator activity (GO:0019888)	1/57	0.6029024612453032	0.8468845887308522	0	0	1.0950334821428571	0.5540867789695755	PPP4R2
oxidoreduction-driven active transmembrane transporter activity (GO:0015453)	1/58	0.609294072370884	0.8468845887308522	0	0	1.0757675438596492	0.5329936020086309	COX6A2
kinase binding (GO:0019900)	7/461	0.6117532103989127	0.8468845887308522	0	0	0.944014983585398	0.4639138176962323	MOB1B;SPRED2;CADPS;CSPG4;FAM83C;CDK5RAP2;MAP2K6
serine-type endopeptidase inhibitor activity (GO:0004867)	1/60	0.6217712453424417	0.8468845887308522	0	0	1.0391949152542372	0.49380778510906426	SERPINE2
transmembrane receptor protein kinase activity (GO:0019199)	1/60	0.6217712453424417	0.8468845887308522	0	0	1.0391949152542372	0.49380778510906426	DDR2
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	1/60	0.6217712453424417	0.8468845887308522	0	0	1.0391949152542372	0.49380778510906426	DDR2
nuclease activity (GO:0004518)	1/60	0.6217712453424417	0.8468845887308522	0	0	1.0391949152542372	0.49380778510906426	MAP1S
GTPase binding (GO:0051020)	3/201	0.6288279454154345	0.8468845887308522	0	0	0.9281970649895178	0.4305883874342698	RIMS1;FMNL1;MYO5B
GTPase activator activity (GO:0005096)	5/336	0.6292273346177827	0.8468845887308522	0	0	0.9248919652759188	0.42846791694196484	FARP1;TBC1D2;DENND4A;RGS1;ALDH1A1
SH3 domain binding (GO:0017124)	1/62	0.6338511604272141	0.8477759270713988	0	0	1.0050204918032788	0.4582301634689234	AKAP5
protein kinase activator activity (GO:0030295)	1/63	0.6397461025475211	0.850345751212233	0	0	0.9887600806451613	0.4416632051406582	STK4
transcription cis-regulatory region binding (GO:0000976)	8/549	0.6584234826029521	0.8697692918335295	0	0	0.9041592601560239	0.3778544514660504	SMAD2;CIITA;BASP1;TWIST1;TCF21;E2F7;CDK5RAP2;ETV6
transcription regulatory region nucleic acid binding (GO:0001067)	3/212	0.6643797415378891	0.8722531576018913	0	0	0.8788480635551142	0.35936219748602716	CIITA;BASP1;CDK5RAP2
G protein-coupled receptor activity (GO:0004930)	4/283	0.6686611797209534	0.8725212954895368	0	0	0.8774012640909965	0.3531345348432813	UTS2R;MC3R;GPR151;GPR25
guanyl-nucleotide exchange factor activity (GO:0005085)	2/149	0.6932844667136635	0.8889759762982425	0	0	0.8330454438828823	0.30515694026121626	FARP1;DENND4A
ATPase binding (GO:0051117)	1/73	0.6937335889804042	0.8889759762982425	0	0	0.8509982638888889	0.3111822116969913	EZR
phospholipase activity (GO:0004620)	1/73	0.6937335889804042	0.8889759762982425	0	0	0.8509982638888889	0.3111822116969913	LYPLAL1
protein tyrosine phosphatase activity (GO:0004725)	1/74	0.6986671499985718	0.8899688696410378	0	0	0.8392979452054794	0.30095615415965365	PTPRN2
hormone activity (GO:0005179)	1/78	0.7176216754718034	0.8966147983904982	0	0	0.7955357142857142	0.263968903570892	AVP
phosphatase activity (GO:0016791)	1/79	0.7221715692006098	0.8966147983904982	0	0	0.7852964743589743	0.25560814240156166	CILP
microtubule binding (GO:0008017)	3/232	0.7225461097173195	0.8966147983904982	0	0	0.8012688473263574	0.26039157552669795	MAP1S;EZR;CDK5RAP2
ligand-gated cation channel activity (GO:0099094)	1/80	0.7266483757988846	0.8966147983904982	0	0	0.7753164556962026	0.2475683001905171	GRIN2A
metal ion binding (GO:0046872)	7/517	0.7271265926804703	0.8966147983904982	0	0	0.8379105782440365	0.26700413251900823	SPOCK2;ANXA13;TSSK6;ESYT3;ITPR2;STK4;CLYBL
tubulin binding (GO:0015631)	4/307	0.7290232472894705	0.8966147983904982	0	0	0.80690466522993	0.25502194364264774	MAP1S;VBP1;EZR;CDK5RAP2
voltage-gated potassium channel activity (GO:0005249)	1/82	0.7353873906827466	0.899273723463473	0	0	0.7560956790123456	0.23239194718321046	KCNS2
ion channel activity (GO:0005216)	1/84	0.7438478609531428	0.9043330716114107	0	0	0.7378012048192771	0.21832921251102821	GRIN2A
mRNA 3'-UTR binding (GO:0003730)	1/85	0.7479764190430828	0.9043330716114107	0	0	0.7289806547619048	0.21168419222797083	RBMS1
carboxylic ester hydrolase activity (GO:0052689)	1/96	0.7892377828323194	0.9488589074500918	0	0	0.6442105263157895	0.15247666342189248	LYPLAL1
cysteine-type peptidase activity (GO:0008234)	1/98	0.7959811807834487	0.9516199591489275	0	0	0.6308634020618556	0.14395024431315626	CASP6
protein heterodimerization activity (GO:0046982)	2/188	0.8072335617604736	0.9597110123152297	0	0	0.6570600330333367	0.14070430256296865	QTRT2;TPM2
calcium ion binding (GO:0005509)	4/348	0.8125218268810734	0.9606611654837002	0	0	0.7092289633922676	0.14724479907395022	SPOCK2;ANXA13;ESYT3;ITPR2
cysteine-type endopeptidase activity (GO:0004197)	1/105	0.8179334568473712	0.9613777308522481	0	0	0.5881911057692307	0.11821129238710393	CASP6
ATP binding (GO:0005524)	3/278	0.8263357616299987	0.9613777308522481	0	0	0.6656603773584906	0.12697744417758264	DAPK2;TSSK6;STK4
protein tyrosine kinase activity (GO:0004713)	1/108	0.8266051517608114	0.9613777308522481	0	0	0.5716121495327103	0.10885104098206742	DDR2
protein phosphatase binding (GO:0019903)	1/123	0.8641629466157841	0.99759308367654	0	0	0.5009477459016394	0.07313533132097895	AKAP5
serine-type peptidase activity (GO:0008236)	1/125	0.8685149238170866	0.99759308367654	0	0	0.4928175403225806	0.06947274000077744	PREP
adenyl ribonucleotide binding (GO:0032559)	3/306	0.871728535736042	0.99759308367654	0	0	0.6032754218818108	0.08281597025851475	DAPK2;TSSK6;STK4
G protein-coupled receptor binding (GO:0001664)	1/143	0.9019300071710088	0.9998374240647779	0	0	0.42995158450704224	0.04437889713199701	WNT2
DNA binding (GO:0003677)	9/811	0.907454059956281	0.9998374240647779	0	0	0.6789636485708805	0.06593574648931214	SMAD2;POLQ;MBD5;CIITA;MAP1S;DENND4A;NABP1;RBMS1;RAD18
DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	2/256	0.9190904820900655	0.9998374240647779	0	0	0.4794757238417298	0.040453704542384575	TCF21;ETV6
